Job,Publish Date,Skills,Budget,Bids,Summary,Link
Logotipo de uma hamburgueria,09 de Maio de 2023 21:33,"HTML, WordPress, Responsive Web Design",USD 50 - 100,12,"Preciso desenvolver uma logo para a minha hamburgueria, percebi minha necessidade de uma identidade visual, pois não estou sentindo progresso nas minhas vendas digitais.

Categoria: Design e Multimedia
Subcategoria: Web Design
Do que você precisa?: Criar um novo design personalizado
Isso é um projeto ou... Ver mais detalhes",https://www.workana.com/job/logotipo-de-uma-hamburgueria?ref=projects_38
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,2,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_39
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_39
Site Comparação De Preços,09 de Maio de 2023 21:07,"JavaScript, MySQL, PHP, API, CSS, HTML, HTML5",USD 1.000 - 3.000,12,"Quero criar um site que integre com a API dos meus fornecedores, me mostrando em qual deles o produto esta mais barato.

Praticamente, quero copiar esse aqui: https://www.j4w.com.br/j4estoque/

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Criar um novo site... Ver mais detalhes",https://www.workana.com/job/site-comparacao-de-precos?ref=projects_39
"Desenho de um logotipo com o nome dos noivos para casamento, convite de casamento e manual dos padrinhos",09 de Maio de 2023 21:03,"Design Gráfico, Adobe Illustrator, Adobe Photoshop, +",Menos de USD 50,4,"Realizei um convite no Canva, mas gostaria de aprimora-lo e ter uma logo em alta definição para utilizar no casamento, também ajustar o manual dos padrinhos e convite, para deixar mais personalizado.

Categoria: Design e Multimedia
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma... Ver mais detalhes",https://www.workana.com/job/desenho-de-um-logotipo-com-o-nome-dos-noivos-para-casamento-convite-de-casamento-e-manual-dos-padrinhos?ref=projects_39
Desenvolvedor Moodle,09 de Maio de 2023 21:00,"HTML5, MySQL, PHP, Moodle",USD 15 - 45 / hora,3,"Estamos precisando de um desenvolvedor / administrador moodle que tenha certificação moodle para um projeto pontual e outro recorrente.

Categoria: TI e Programação
Subcategoria: Outros
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho, atualmente: Não se aplica
Disponibilidade requerida:... Ver mais detalhes",https://www.workana.com/job/desenvolvedor-moodle-3?ref=projects_39
Preciso de alguém experiente me Entender Html & Css,09 de Maio de 2023 21:00,"CSS, HTML, Responsive Web Design",USD 100 - 250,4,"Estou em busca de um profissional experiente em html e css que possa me ajudar a superar as minhas dificuldades. No momento, estou enfrentando muitos obstáculos na criação de layouts e sinto que não estou progredindo. Apesar de conseguir resolver problemas com Javascript, estou tendo muitas dúvidas... Ver mais detalhes",https://www.workana.com/job/preciso-de-alguem-experiente-me-entender-html-css?ref=projects_39
App Lista de Compras,09 de Maio de 2023 20:52,"Android, iPhone, Responsive Web Design",USD 100 - 250,6,"Preciso de um aplicativo pra lista de compras (entrega: 19/05)
preciso que siga as paletas de cores que está no figma (link na última página da apresentação)
não especifiquei muito o projeto aqui pois na apresentação em anexo tem todas as especificações

a linguagem de programação preciso de um... Ver mais detalhes",https://www.workana.com/job/app-lista-de-compras-1?ref=projects_39
Sdr Ativo - Prospecção até o Agendamento Reunião Extratégica.,09 de Maio de 2023 20:50,"CRM, Vendas, Representante de Desenvolvimento de Vendas",USD 50 - 100,1,"Olá, somos uma agência de gestão de tráfego ramo imobiliário. Estamos em processo de expansão e temos 1 vaga para SDR com experiência.

Tarefas:
Criar lista de contatos
Fazer prospecção ativa (Whatsapp)
Fazer cadência de contato até agendamento
Obs: Não fará venda, apenas porspecção e filtragem do... Ver mais detalhes",https://www.workana.com/job/sdr-ativo-prospeccao-ate-o-agendamento-reuniao-extrategica?ref=projects_39
Tcc de Arquitetura de um Projeto Arquitetonico de uma clinica para crianças autistas,09 de Maio de 2023 20:48,"Modelação 3D, 3ds Max, AutoCAD, Arquitetura",USD 15 - 45 / hora,10,"Preciso desenvolver o projeto arquitetônico de uma clinica de autismo. Ja tenho as plantas baixas iniciais, mas precisaria do restante como fachadas, cortes, detalhamentos e fotos internas e externas. Aceito sugestões para mudança do projeto. Em anexo o que ja foi feito, mas precisa ser bem... Ver mais detalhes",https://www.workana.com/job/tcc-de-arquitetura-de-um-projeto-arquitetonico-de-uma-clinica-para-criancas-autistas?ref=projects_39
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_40
Logo e Artes para Empresa (Rebranding),10 de Maio de 2023 19:42,"Design Gráfico, Ilustração, Adobe Illustrator, Social Media Marketing",Mais de USD 45 / hora,27,"Estou iniciando um projeto de rebranding da minha marca e preciso redesenhar a logo, ale'm de uma nova coleção de artes para redes sociais e outras mídias. Já tenho conteúdos e ideas como base.

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Isso é um projeto ou uma posição de trabalho?:... Ver mais detalhes",https://www.workana.com/job/logo-e-artes-para-empresa-rebranding?ref=projects_40
Link de whatsapp rotativo,09 de Maio de 2023 20:26,"JavaScript, MySQL, PHP, API, HTML, HTML5",USD 250 - 500,8,"Preciso de um sistema onde terão 6 link de whatsapp
e eles vão ficar trocando cada vez que alguem cliencar no link ou seja vai para um numero diferente toda vez segundo a ordem de (123456123456)
sempre desta maneira
algo tipo assim iplanet.whats.dev.br/ads

Categoria: TI e Programação
Subcategoria:... Ver mais detalhes",https://www.workana.com/job/link-de-whatsapp-rotativo?ref=projects_40
Consultoria e suporte de melhores praticar para e-mail e Rdstation,09 de Maio de 2023 20:25,"Marketing Online, MailChimp, Marketing, Escrita criativa, Google AdWords, +",Menos de USD 15 / hora,1,"Preciso de um(a) consultor(a) para ajudar na criacao de e-mail marketing configurar rdstation e promover a empresa nas redes sociais e google alem de sugestão de criativos para captação de leads.
Empresa esta passando por reestruturação.

Categoria: Marketing e Vendas
Subcategoria: SEO
Isso é um... Ver mais detalhes",https://www.workana.com/job/consultoria-e-suporte-de-melhores-praticar-para-e-mail-e-rdstation?ref=projects_40
Campanha Google e facebook ads,09 de Maio de 2023 20:23,"Facebook, Google AdWords, Marketing Online",USD 100 - 250,10,"Criação de campanhas específicas no Google ads e Facebook Ads, startar e estruturar a campanha para escritório de advocacia.
6 nichos iniciais de atuação.

Preciso de alguem que estruture as campanhas para início do processo e conforme o andamento, verificaremos a viabilidade de prossegir com o... Ver mais detalhes",https://www.workana.com/job/campanha-google-e-facebook-ads?ref=projects_40
Edição de vídeo de vendas am árabe.,09 de Maio de 2023 20:22,"Adobe After Effects, Adobe Premiere, Edição de vídeo",USD 50 - 100,1,"Preciso que o editor edite uma vsl em árabe, para facilitar usaremos uma estratégia  no texto para que não o haja dificuldade na edição e sincronização do texto com a fala do narrador.

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você precisa?: Novo vídeo a partir de... Ver mais detalhes",https://www.workana.com/job/edicao-de-video-de-vendas-am-arabe?ref=projects_40
Prospecção Ativa/parceira com influencers para divulgar novo suplemento de emagrecimento,09 de Maio de 2023 20:19,"Escrita de artigos, Redação Comercial, Investigação",USD 500 - 1.000,3,"Somos uma das maiores empresas de mkt digital do Brasil e estamos lançando uma nova marca de suplementos funcionais para emagrecimento junto de uma especialista. Essa nutricionista também está lançando um livro de dietas. Buscamos um(a). Profissional que nos ajude com os seguintes objetivos:

1)... Ver mais detalhes",https://www.workana.com/job/prospeccao-ativa-parceira-com-influencers-para-divulgar-novo-suplemento-de-emagrecimento?ref=projects_40
Preciso de criativos,09 de Maio de 2023 20:17,['N/I'],Menos de USD 50,6,"eu sou afiliado no nicho de renda extra estou com dificuldades em criar criativos de alta conversão, preciso de um criativo para o nicho de renda extra levando o lead para o whatsapp

Categoria: Marketing e Vendas
Subcategoria: Vendedor
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de... Ver mais detalhes",https://www.workana.com/job/preciso-de-criativos-3?ref=projects_40
Fazer edicao de videos para yutube e reels,09 de Maio de 2023 20:15,"Adobe After Effects, Adobe Premiere, Edição de vídeo",Menos de USD 50,12,"Eu preciso de alguem pra fazer as edições dos videos para incluir no canal do yutube e também fazer pequenos cortes para incluir no instagran

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você precisa?: Vídeo e gravações novos
Isso é um projeto ou uma posição de trabalho?:... Ver mais detalhes",https://www.workana.com/job/fazer-edicao-de-videos-para-yutube-e-reels?ref=projects_40
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,2,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_41
Captação de dados automatizados,10 de Maio de 2023 23:27,"JavaScript, MySQL, PHP, API, HTML, HTML5, Python",USD 250 - 500,16,"Estou procurando um dev que possa extrair dados de forma automatizada de alguns sites para geração de uma planilha para futura exportação.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/captacao-de-dados-automatizados?ref=projects_41
Site de Reservas,09 de Maio de 2023 19:58,"JavaScript, MySQL, PHP, Responsive Web Design",USD 500 - 1.000,9,"Olá preciso de um site de Reservas web simples apenas para cadastro de acomodações, gestão de reservas e check out no whatsapp.

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Criar um novo site personalizado
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/site-de-reservas-4?ref=projects_41
Calculadora Solar,09 de Maio de 2023 19:57,"HTML, PHP, WordPress",USD 50 - 100,5,"Preciso implementar uma calculadora solar no site wordpress de um cliente, para simulação de orçamento estimado (R$) de projeto de energia solar.

Categoria: TI e Programação
Subcategoria: Wordpress
Qual é o alcance do projeto?: Instalação/Configuração de pacote
Isso é um projeto ou uma posição de... Ver mais detalhes",https://www.workana.com/job/calculadora-solar-6?ref=projects_41
"Elaboração de um rótulo para uma bebida de kombucha, que se comunique com a mensagem da marca.",09 de Maio de 2023 19:55,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",USD 100 - 250,10,"Desenvolvimento de design do rótulo para um produto físico: uma bebida de kombucha.
Venda será feita por vários canais, tanto no digital, quanto no mercado físico.

Categoria: Design e Multimedia
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/elaboracao-de-um-rotulo-para-uma-bebida-de-kombucha-que-se-comunique-com-a-mensagem-da-marca?ref=projects_41
Facebook Ads,09 de Maio de 2023 19:54,"Facebook, Google AdWords, Marketing Online",Menos de USD 50,2,"O Meta Business não está me dando a opção de editar algumas informações, como, alterar foto de perfil e capa, adicionar administrador e editar apresentação.

Ele não me da a opção de editar a página ‘configuração da página’.

Categoria: Marketing e Vendas
Subcategoria: Publicidade no Google, Facebook
... Ver mais detalhes",https://www.workana.com/job/facebook-ads-374?ref=projects_41
Drogaria,09 de Maio de 2023 19:52,"Modelação 3D, 3ds Max, AutoCAD",USD 100 - 250,15,"Preciso de imagens e um video 3d de um projeto feito em revit.
Trata-se de uma drogaria que fizemos arquitetura e complementares e gostaria de um video para inserção no site da empresa e imagens para apresentação a clientes

Categoria: Engenharia e Manufatura
Subcategoria: Modelador em 3D",https://www.workana.com/job/drogaria?ref=projects_41
Elaboraçao De Contrão Para Ganho De Comissão,09 de Maio de 2023 19:51,['N/I'],USD 50 - 100,19,"Eu trabalho em uma transportadora e acabei captando alguns clinetes, gostaria de da elaboraçao de um contrato para ganho de comiçoes para cada carregamento efetuado nestes clientes.

Funcionaria da seguinte forma, carregou um frete com valor x no ct-e, vou receber 1,5% do valor bruto do CT-e

... Ver mais detalhes",https://www.workana.com/job/elaboracao-de-contrao-para-ganho-de-comissao?ref=projects_41
Sistema web,09 de Maio de 2023 19:51,"JavaScript, MySQL, PHP, API, CSS, HTML, HTML5, WordPress, Responsive Web Design",USD 250 - 500,1,"Uma ferramenta site sistema web feramenta igual o semrush ou ubbersugest ...............................................................................

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes",https://www.workana.com/job/sistema-web-162?ref=projects_41
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,2,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_42
Project Finance para projeto de energia de grande porte,10 de Maio de 2023 14:22,"Microsoft Excel, Análise Financeira, Management",USD 100 - 250,3,"Project finance completo para um grande projeto de empresa de energia inovadora com grande capacidade de escalabilidade e interface com grandes bancos e empresas do setor

Categoria: Finanças e Administração
Subcategoria: Planejamento estratégico
Do que você precisa?: Para uma PME
Isso é um projeto ou... Ver mais detalhes",https://www.workana.com/job/project-finance-para-projeto-de-energia-de-grande-porte?ref=projects_42
Exportação de histórico por Api,09 de Maio de 2023 19:22,"JavaScript, MySQL, PHP",Menos de USD 50,0,"Boa tarde
Precisaria orçar um projeto com API. Um cliente meu necessita exportar um histórico de conversas de um programa de atendimento (chat online integrado ao site e redes sociais). A empresa disponibiliza a API para exportar esse histórico. Precisaríamos que ele seja acessível com nome,... Ver mais detalhes",https://www.workana.com/job/exportacao-de-historico-por-api?ref=projects_42
Fotografo/Videomaker para loja de colchoes na Barra da Tijuca,09 de Maio de 2023 19:15,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",USD 50 - 100,1,"Preciso de um fotografo e videomaker para produção de conteudo em uma loja de estofados na Barra da Tijuca RJ - maxima urgencia.
Basicamente produzir materiais que destaquem o interior da loja, produtos, faxada, etc.

Categoria: Design e Multimedia
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é... Ver mais detalhes",https://www.workana.com/job/fotografo-videomaker-para-loja-de-colchoes-na-barra-da-tijuca?ref=projects_42
Criação de Ux,09 de Maio de 2023 19:10,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",USD 500 - 1.000,5,"Criação de UX para uma plataforma de benefícios em energia renovável. Ambiente para clientes e interface administrativa (BackOffice).

Categoria: Design e Multimedia
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de trabalho?: Um projeto
Disponibilidade requerida: Conforme necessário",https://www.workana.com/job/criacao-de-ux?ref=projects_42
Desenho de uma logo para um produto no mercado de relacionamento.,09 de Maio de 2023 19:07,"Design Gráfico, Ilustração",USD 50 - 100,17,"Olá, quero desenvolver uma logo para meu produto.

Talvez você já tenha ouvido que o último grau da sofisticação é a simplicidade.

Quero algo simples, porém sofisticado, bonito, claro, compreensível ao toque de um olhar por um breve momento.

Não tenho algo em mente então gostaria de ver alguns... Ver mais detalhes",https://www.workana.com/job/desenho-de-uma-logo-para-um-produto-no-mercado-de-relacionamento?ref=projects_42
Logotipo para escritório de advocacia,09 de Maio de 2023 19:05,"Design Gráfico, Ilustração, Adobe Illustrator",Menos de USD 50,23,"preciso fazer um logotipo moderno para ser usado em fachada, cartão de visitas do novo escritório que estou abrindo, o nome será ""Zanotti advocacia"", gostaria de algo moderno e seguindo talvez um estilo minimalista também

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?:... Ver mais detalhes",https://www.workana.com/job/logotipo-para-escritorio-de-advocacia-37?ref=projects_42
Ratreador de minas no jogo Mines,09 de Maio de 2023 19:04,"JavaScript, MySQL, PHP",USD 100 - 250,1,"Um sistema criado capaz de rastrear a mina do jogo mines:
segue o site para verfifcação do jogo
https://spribe.co/games/mines

Categoria: TI e Programação
Subcategoria: Programação
Qual é o alcance do projeto?: Bug ou alteração pequena
Isso é um projeto ou uma posição de trabalho?: Um projeto
Tenho,... Ver mais detalhes",https://www.workana.com/job/ratreador-de-minas-no-jogo-mines?ref=projects_42
Criação de parte elétrica e de áudio de headphone,09 de Maio de 2023 19:04,"Arquitetura, AutoCAD, Engenharia Civil",USD 250 - 500,1,"Olá, tudo bom? Sou designer e estou criando uma marca de headphones, porém tenho 0 conhecimento da parte elétrica e de áudio, gostaria de criar um headphone com as seguintes features:
- Ter led
- Sistema de antiruído
- Sistema Bluetooth

Obrigado desde já.

Categoria: Engenharia e Manufatura
... Ver mais detalhes",https://www.workana.com/job/criacao-de-parte-eletrica-e-de-audio-de-headphone?ref=projects_42
Logo e Artes para Empresa (Rebranding),10 de Maio de 2023 19:42,"Design Gráfico, Ilustração, Adobe Illustrator, Social Media Marketing",Mais de USD 45 / hora,27,"Estou iniciando um projeto de rebranding da minha marca e preciso redesenhar a logo, ale'm de uma nova coleção de artes para redes sociais e outras mídias. Já tenho conteúdos e ideas como base.

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Isso é um projeto ou uma posição de trabalho?:... Ver mais detalhes",https://www.workana.com/job/logo-e-artes-para-empresa-rebranding?ref=projects_43
Cadastro de dados no sistema Crm,09 de Maio de 2023 16:14,"Escrita de artigos, Redação Comercial, Investigação",USD 50 - 100,49,"Precisamos de um profissional para atualizar os cadastros de processos de vendas no nosso CRM. Precisaram cadastrar vendedores/compradores, dados do item vendido e anexar documentos. Processo com sistema simples e online. São em torno de 200 cadastros.

Categoria: Tradução e conteúdos
Subcategoria:... Ver mais detalhes",https://www.workana.com/job/cadastro-de-dados-no-sistema-crm?ref=projects_43
Apresentação em Power Point,09 de Maio de 2023 18:37,"Design Gráfico, Adobe Illustrator, Adobe Photoshop",Menos de USD 50,10,"Preciso de uma apresentação com até 30 slides em powerpoint, que seja elegante e premium. Não terá muito texto , a metade terá imagens e o restante algumas frases. O tema será imagem pessoal.

Categoria: Design e Multimedia
Subcategoria: Outros
Tamanho do projeto: Pequeño
Isso é um projeto ou uma... Ver mais detalhes",https://www.workana.com/job/apresentacao-em-power-point-75?ref=projects_43
Social Media / Marketing Digital - Clínica Odontológica,09 de Maio de 2023 18:35,"Facebook, Marketing Online, Marketing",USD 50 - 100,10,"Responsabilidades:

Gerenciar as contas de mídia social da empresa (Facebook, Instagram, Twitter, LinkedIn, etc.)
Desenvolver e implementar estratégias de mídia social para aumentar o engajamento, seguidores e tráfego para o site da empresa
Criar conteúdo relevante e interessante para as mídias... Ver mais detalhes",https://www.workana.com/job/social-media-marketing-digital-clinica-odontologica?ref=projects_43
Fazer web scraping usando octoparse ou outro app,09 de Maio de 2023 18:34,Web Scraping,USD 50 - 100,7,"Estou tendo muitos problemas em fazer um web scrap.
Preciso fazer um web scraping uma única vez e exportar os dados coletados.
A página a ser lida é uma página de uma feira de empresas.
Detalhamento do site: Em uma página principal existem todos os expositores, clicando em cada um deles se abre... Ver mais detalhes",https://www.workana.com/job/fazer-web-scraping-usando-octoparse-ou-outro-app?ref=projects_43
Criar um Vsl de acordo com o script,09 de Maio de 2023 18:32,"Adobe After Effects, Adobe Premiere, Edição de vídeo",USD 50 - 100,7,"Olá procuro um profissional que faça vsl de vídeos seguindo o script que eu irei passar. Seria em torno de 30 a 40min de vídeo

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você precisa?: Novo vídeo a partir de gravações existentes
Isso é um projeto ou uma posição de... Ver mais detalhes",https://www.workana.com/job/criar-um-vsl-de-acordo-com-o-script?ref=projects_43
Criação de Book Trailers,09 de Maio de 2023 18:30,"Adobe After Effects, Adobe Premiere, Edição de vídeo, Edição, Edição de audio",Menos de USD 50,3,"O que são Book Trailers?
São vídeos curtos, de no máximo dois minutos, que contam um pouco da história do livro, aguçando a curiosidade dos leitores e divulgando a obra de forma sutil. O formato é muito semelhante ao utilizado no lançamento de filmes, por isso a associação no nome.

Categoria: Design... Ver mais detalhes",https://www.workana.com/job/criacao-de-book-trailers?ref=projects_43
"Variações de cores dos produtos na vitrine, na Tray",09 de Maio de 2023 18:29,"Magento, PHP, WordPress",USD 100 - 250,2,"Quero acrescentar as variações de cores dos produtos na vitrine de produtos. Na página do produto já está ok.
Uso o tema gratuito Black 22 da Tray, com acesso ao código html.
Segue um anexo de exemplo de como eu gostaria (img2), e outro anexo de como está o meu atualmente (meusite).

Categoria: TI e... Ver mais detalhes",https://www.workana.com/job/variacoes-de-cores-dos-produtos-na-vitrine-na-tray?ref=projects_43
Fazer Vídeo de Vendas,09 de Maio de 2023 18:22,Edição de vídeo,Menos de USD 50,6,"Preciso de um vídeo de vendas. Tenho todo o roteiro, seria fundo branco, com as frases em passando em preto. Mando também o áudio, tem aproximadamente 12 minutos de duração. Teria algumas poucas imagens em alguns momentos.

Categoria: Design e Multimedia
Subcategoria: Criar ou editar vídeo
Do que você... Ver mais detalhes",https://www.workana.com/job/fazer-video-de-vendas-1?ref=projects_43
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,2,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_44
Página de redirecionamento,10 de Maio de 2023 22:15,"HTML, WordPress, Responsive Web Design, API, CSS, HTML5, JavaScript, MySQL, PHP, Wix",USD 50 - 100,16,"Preciso criar uma página de redirecionamento com informações e produtos para usar no instagram no link da bio. Exemplo, clica no link da bio, cai na página de oferta dos produtos, clica no produto desejado e é direcionado para o link do anúncio / páginas de vendas.

Categoria: Design e Multimedia
... Ver mais detalhes",https://www.workana.com/job/pagina-de-redirecionamento?ref=projects_44
Desenho Técnico,09 de Maio de 2023 17:58,['N/I'],Menos de USD 50,6,"Produzir desenhos técnicos em que serão indicados todos os pontos elétricos e hidráulicos por meio de plantas baixas e vistas dos ambientes de áreas molhadas do flat.

Categoria: Engenharia e Manufatura
Subcategoria: Design de interiores",https://www.workana.com/job/desenho-tecnico-28?ref=projects_44
Criação de Plr,09 de Maio de 2023 17:58,"CSS, HTML, Responsive Web Design",Menos de USD 50,1,"Preciso de um especialista que me ajude a criar uma PLR para a venda de um ebook no nicho de emagrecimento, de forma que seja uma página de alta conversão com um vídeo e uma headline bem chamativa e que prenda a atenção do cliente.

Categoria: Design e Multimedia
Subcategoria: Landing Page",https://www.workana.com/job/criacao-de-plr-16?ref=projects_44
"Quero algum designer pra fazer uma uma loja de drop, pela shopify mesmo,",09 de Maio de 2023 17:58,"HTML, WordPress, Responsive Web Design",Menos de USD 50,8,"Quero algum designer pra fazer uma uma loja de drop, pela shopify mesmo, com cores preta, branco etc, tenho exemplo de loja pra se basear, tb provavel que precise fazer uma logo simples, banner simples pra inicio

Categoria: Design e Multimedia
Subcategoria: Web Design
Do que você precisa?: Criar um... Ver mais detalhes",https://www.workana.com/job/quero-algum-designer-pra-fazer-uma-uma-loja-de-drop-pela-shopify-mesmo?ref=projects_44
Projetos em Cad para aprovação em prefeitura,09 de Maio de 2023 17:57,"AutoCAD, ArchiCAD, Arquitetura, Desenho técnico, Desenhos em CAD, 3d, Modelação 3D",USD 50 - 100,15,"** Escopo atualizado**
Desenhar o As Built de projeto para aprovação na prefeitura de Caraguatatuba - sp para a regularização de uma residência existente. (Regularização Edilícia)
Desenho técnico em cad (dwg) no padrão simplificado a partir de um croqui, medições e fotos tiradas no local 
... Ver mais detalhes",https://www.workana.com/job/projetos-em-cad-para-aprovacao-em-prefeitura?ref=projects_44
Preciso Reinventar Minha Logo,09 de Maio de 2023 17:57,"Design Gráfico, Ilustração, Adobe Illustrator, Animação, Adobe Photoshop",Menos de USD 50,14,"Quero uma logo-marca com cores padroes vermelho, amarelo que tenham relção com motos pois o nome da empresa é caninana motos

vai ser colocado na fachada e uniformes da empresa

Categoria: Design e Multimedia
Subcategoria: Design de Logo
Do que você precisa?: Criar um logotipo a partir de um esboço
Isso... Ver mais detalhes",https://www.workana.com/job/preciso-reinventar-minha-logo?ref=projects_44
Plataforma Saas,09 de Maio de 2023 17:57,"JavaScript, MySQL, PHP, API, WordPress",Mais de USD 3.000,7,"Opa, somos uma empresa de marketing, e queremos expandir para serviços SaaS. O serviço seria assim: uma plataforma que você pudesse enviar: E-mail, sms, whatsapp, tarefas.

A plataforma é pra ajudar a reter clientes. Teria que ter uma base de dados para importar ou gerar uma base de dados com base... Ver mais detalhes",https://www.workana.com/job/plataforma-saas-5?ref=projects_44
Criar um ebook completo e diagramar com todos recursos profissionais,09 de Maio de 2023 17:52,"Escrita de artigos, Investigação, Edição de textos, Escrita criativa, Locutor, SEO",Menos de USD 50,3,"Preciso de um freelancer para criar um ebook sobre(curso de oratória,como falar em publico)
se possível que contenha varias informações,inclusive,gráficos,imagens,videos ou áudios

Categoria: Tradução e conteúdos
Subcategoria: Outros
Tamanho do projeto: Médio
Isso é um projeto ou uma posição de... Ver mais detalhes",https://www.workana.com/job/criar-um-ebook-completo-e-diagramar-com-todos-recursos-profissionais?ref=projects_44
Desenvolvimento de Ferramenta Para Checkout Web com Integrações com Erp,11 de Maio de 2023 12:50,"Magento, PHP, WordPress",USD 1.000 - 3.000,2,"Procuro dev full stack para projeto de desenvolvimento de ferramenta checkout web (no site do cliente) com integração api em erp.

Categoria: TI e Programação
Subcategoria: Lojas Virtuais (e-commerce)
Qual é o alcance do projeto?: Alteração média
Isso é um projeto ou uma posição de trabalho?: Um projeto
... Ver mais detalhes",https://www.workana.com/job/desenvolvimento-de-ferramenta-para-checkout-web-com-integracoes-com-erp?ref=projects_45
